"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"1341936022","""2013-02-27T07:18:17.523Z""","Barclaycard",-3.87,"CCW","Debt","4298343572157391",
"1341936022","""2013-02-27T16:33:13.665Z""","Save the Children",-9.43,"CCW","Charity","4298343572157391",
"1341936022","""2013-02-27T03:56:19.438Z""","Payment received thank you",132.1,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-02-25T22:21:14.115Z""","WWF",-5.78,"CAW","Charity","6501999222","50-92-37"
"1341936022","""2013-02-28T04:58:14.465Z""","American Express",-9.1,"CAW","Debt","6501999222","50-92-37"
"1341936022","""2013-02-27T07:08:01.200Z""","Payment received thank you",-132.1,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-02-27T13:30:07.181Z""","Save the Children",-7.09,"CCW","Charity","4712584669557161",
"1341936022","""2013-02-28T21:09:34.355Z""","WWF",-6.73,"CCW","Charity","4712584669557161",
"1341936022","""2013-02-28T17:59:55.527Z""","Payment received thank you",-139.14,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-02-26T17:42:17.125Z""","M5 GoKarting",-37.26,"CCW","Entertainment","4712584669557161",
"1341936022","""2013-02-28T06:45:25.975Z""","Payment received thank you",139.14,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-03-01T00:49:15.599Z""","Subway",-19.82,"CAW","Food","6501999222","50-92-37"
"1341936022","""2013-03-01T09:38:45.808Z""","Payment received thank you",-10.29,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-01T19:40:36.663Z""","Payment received thank you",10.29,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-03-01T00:05:24.833Z""","Payment received thank you",-57.23,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-01T15:21:18.733Z""","Payment received thank you",57.23,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-03-01T14:28:58.381Z""","Barclaycard",-1.99,"CCW","Debt","4712584669557161",
"1341936022","""2013-02-28T20:24:00.349Z""","Lush",-18.03,"CCW","Healthcare","4712584669557161",
"1341936022","""2013-03-01T00:20:58.174Z""","Superdrug",-11.62,"CCW","Healthcare","4712584669557161",
